,class,redshift,PCA_3,PCA_11
78,1,0.13779861067815877,0.4579057478792858,0.06785185467485948
79,0,0.006377878052631793,0.4692721582910557,0.39940134734434407
80,1,0.19353141696540235,0.4303977798507687,0.38387302009814195
81,0,0.017242321468880082,0.4578069771781015,0.024594130213950627
82,0,0.015532872923068786,0.46559587977696165,0.027045740860897657
83,1,0.17757752651924757,0.4487758530713916,0.05595245928596658
84,0,0.007743591178375289,0.4643083547787331,0.006637892235275167
85,0,0.012033049057001614,0.4593840491221997,0.0425673976409036
86,2,0.0006228564901270058,0.44790493928789205,0.2872439244377448
87,0,0.014003878002739268,0.45367162163506086,0.037358025849688975
88,1,0.19814011849529495,0.472306211484337,0.029217048780195196
89,0,0.012980793728325469,0.4583478501838635,0.00508801775105433
90,0,0.006355070441418747,0.45549816383582775,0.004061654346645821
91,1,0.0406849515920061,0.4852930643750157,0.05580606985596523
92,0,0.005557658994834708,0.4505260769033819,0.0017526554113164172
93,1,0.03249179656238769,0.48251219216939667,0.006580824125651724
94,1,0.13655792409339138,0.4490583948914954,0.035952722488736
95,1,0.3912598099697255,0.4410657716429327,0.5578118192641558
96,1,0.21231592168101807,0.46268764867479556,0.048038753881743404
97,2,0.000592234101768353,0.4498572644432882,0.33514888001806564
98,0,0.004776457207620914,0.4472053997171921,0.027275760869246518
99,1,0.3073495889583871,0.4646534046354277,0.11162444847404437
100,1,0.3257999785395147,0.4578549804664591,0.5596058546617376
101,2,0.0006182020046729932,0.42995731157451267,0.02644735978146727
102,0,0.01278052051315859,0.4555336986573001,0.0013037344779281423
103,1,0.13873469062812066,0.4584169332329488,0.06697928327322339
104,0,0.015786211399026404,0.4581507630212719,0.017484542768072014
105,0,0.015972483803273117,0.45723134354866823,0.011058066461959393
106,0,0.012938519657244256,0.4614278114721717,0.00609452039435851
107,0,0.010980616406546857,0.4674722952626196,0.004959050209924154
108,1,0.2162665436370772,0.46243055985008735,0.04909065282286612
109,2,0.0007226427128702204,0.44255028322240286,0.12253347916143671
110,1,0.3052521122198012,0.46821953062402505,0.49230760583603017
111,2,0.0005977490058922788,0.41369294646675103,0.026898572852238595
112,1,0.35542499676499845,0.45621812725974964,0.45443028112953376
113,0,0.00693192300897946,0.4692924300608658,0.006789398862553309
114,0,0.004821004462543958,0.46344194183862286,0.024183015393483304
115,1,0.2733334657946628,0.46361171454724237,0.0684740683585705
116,2,0.0006539280824876106,0.44671743977423495,0.046918081434912995
117,0,0.008731915755464273,0.4509479368685307,0.006388648361080634
118,0,0.015740633348159987,0.45589879171661296,0.0025913812356685717
119,2,0.0006144672779948932,0.4577114177863578,0.018366413077798488
120,1,0.28254958214661297,0.46572272099162937,0.6376251287055086
121,1,0.33698032588535975,0.45358925043692244,0.3789644252260195
122,0,0.010784512124765376,0.45164955720810734,0.027868721084010895
123,2,0.0006075301242326294,0.4885264237546285,0.043456431921123514
124,1,0.2147323589951465,0.4546741104210692,0.05114511958784966
125,1,0.010596994473269459,0.45603792160700785,0.04994848263429187
126,2,0.0006269375413672728,0.43811976719143236,0.6675893005994513
127,1,0.14716075407262763,0.4539334727448637,0.047021864550086306
128,1,0.057153682436451476,0.4994561633420062,0.027860726600712357
129,2,0.0005452958434560527,0.44181578610390665,0.33835864317623965
130,0,0.005831942214995366,0.4603429545366779,0.025702294567824815
131,1,0.13511193612517303,0.46184631109417384,0.009805359485293735
132,1,0.08583953261316934,0.4471286916410407,0.06094045585434989
133,2,0.0005628033478324467,0.4542936989065811,0.300114785741894
134,0,0.012225248895341559,0.4610511589761762,0.017036716685298714
135,1,0.13783059251623533,0.46122143917968295,0.5872625832475289
136,1,0.1758470474487109,0.45794438404660714,0.036049264939661596
137,1,0.04910423837524876,0.48589949786019115,0.9636636868495458
138,1,0.17293065265691665,0.4520608284489677,0.5301957572743693
139,1,0.24796773643810077,0.4662790796608561,0.006586819078442441
140,1,0.13455946667108554,0.46259370270369204,0.56035806295778
141,1,0.09036951621706743,0.4515460952913848,0.04807703879673701
142,1,0.13679995383715474,0.46526036084919087,0.4115154330782743
143,1,0.05519791512076018,0.4860417918760783,0.05953685648557326
144,2,0.0006142066410261604,0.45275690736326196,0.19320688927385438
145,1,0.06276868957058948,0.46125847265406344,0.04853409015021393
146,0,0.009411563411963069,0.4615837223851254,0.018811856369272628
147,1,0.17902893295712666,0.465021705772481,0.03659648209997646
148,1,0.038251915746806156,0.48914250358815403,0.047808799732560636
149,0,0.0027890983552296394,0.4597786159315654,0.01932342538624579
150,1,0.08544642907282338,0.46153119162294975,0.062177081038312876
151,0,0.010798295625028964,0.453052284682721,0.01532804255657233
152,2,0.0006054951586200185,0.44555474256349303,0.2950277027740829
153,1,0.1604590225148813,0.45480259731521605,0.023425952333491123
154,2,0.0006397498917440159,0.45029641734066717,0.28939116308273716
155,0,0.01393211544743062,0.4495758931685423,0.027070581156072457
156,2,0.0005018325826969811,0.44197819231327085,0.23923929557824491
157,0,0.0063537894522852365,0.464775027441659,0.0023967103903879128
158,0,0.010935457250564504,0.4584294903661071,0.02051430852219363
159,1,0.2814560234544009,0.4576857985313622,0.644984641973065
160,2,0.0006179868671229813,0.4233293016195982,0.287344926149643
161,0,0.009090109482571343,0.4573869847229123,0.02498518841498394
162,0,0.013147403807178023,0.45250732335488975,0.020122439690802324
163,1,0.2562937369033059,0.47907874062367534,0.01521331658534028
164,1,0.30947079830815183,0.48090365187405676,0.05154170392891398
165,1,0.10981972067625058,0.4540161829596705,0.011384411159902602
166,1,0.19219538533006153,0.44750176050864,0.06884111583465446
167,2,0.0006834745257546371,0.4316523163920292,0.010047874168412685
168,2,0.0006184701145548966,0.4535850457853612,0.19277021446641152
169,0,0.008420845558300988,0.45736767103646975,0.0038452816237685428
170,2,0.0005904657791907137,0.4496429118645196,0.00994537917330418
171,1,0.1660437634213894,0.4571519305015445,0.029162971815980362
172,1,0.1900854704157373,0.4546266796510584,0.048087596051959794
173,2,0.0005504430465116463,0.441811661897541,0.3344720255830429
174,0,0.007538778743901609,0.46232672189176893,0.0024405096388369907
175,0,0.008169068287849838,0.46520575647347573,0.0034929462322623728
176,1,0.1294830754366782,0.4547715691521667,0.03484016986340466
177,0,0.02492634050494304,0.4651704696874554,0.005023673729869005
178,1,0.3705572527747376,0.4483281261529136,0.4598501126103619
179,2,0.0006834638031893454,0.4327198002963609,0.027196311378239163
180,1,0.1979132290137234,0.45681527283244877,0.05910320257022751
181,2,0.0006410932290205087,0.446277153661631,0.2994622701175764
182,0,0.003403545666378284,0.47140792487870853,0.002956970209472387
183,2,0.0005214936499768131,0.42142378419878845,0.010640607076652125
184,2,0.0005011345151029865,0.4534700591194302,0.2891921379968512
185,1,0.29857538526399047,0.4722537279696063,0.010413184684959165
186,1,0.2322614657664147,0.45615588384196976,0.023709670563408863
187,2,0.0005189416079536295,0.44445569554886916,0.22932707570567012
188,0,0.019771131267265128,0.44816835061762506,0.03213334110301337
189,1,0.01980018227082866,0.47214364481575954,0.02061124323643032
190,2,0.0006147700989651588,0.4633111166745293,0.009847521465162823
191,2,0.0006939173893564755,0.4549084146677043,0.6677840913255761
192,1,0.11029006957695767,0.4503300253126538,0.07180217897670138
193,1,0.2870970935705745,0.47500026167832726,0.048923684890724656
194,0,0.012410326090977095,0.46554707805145523,0.002498021193169969
195,1,0.2890631831424533,0.484339455816358,0.024509123320425624
196,2,0.0006115752597400656,0.4167529017918982,0.02830200322168404
197,0,0.013858643000376794,0.4577417311905636,0.025212909217871185
198,2,0.0005984624024656143,0.4461604691110547,0.2915263770180829
199,0,0.00799099364218744,0.454148275865568,0.014756785910020498
200,1,0.35300784461318385,0.4596883213934235,0.6424627520160107
201,1,0.20927657480721282,0.45639643317292417,0.01836577300090808
202,0,0.005945531352993721,0.4493788588766515,0.026336914917855628
203,2,0.0006504112383362371,0.4457620128082571,0.021911911795495204
204,0,0.0032050266628931225,0.45236375781067684,0.019973707243817418
205,2,0.0005476277869556829,0.4453863748977495,0.2961107211045289
206,1,0.03770898222745139,0.4859162579560613,0.06711971494295246
207,2,0.0006839703800639846,0.4428125045477195,0.36897464350818
208,0,0.004245108347807261,0.4538457481203657,0.00454087774237677
209,0,0.013318969140870697,0.42287358069892206,0.5456847010100061
210,1,0.1770402545143668,0.4607088911029238,0.04361422730911266
211,2,0.0006200441413901004,0.45040873903358664,0.29564136480028824
212,2,0.0005817313061749111,0.4470202267013752,0.1749645888607334
213,2,0.0006138242829259121,0.44619626623294933,0.25550883362040944
214,0,0.007421808423647951,0.4591034842576864,0.007272567953584941
215,1,0.23395577405003418,0.45318686652468493,0.006099740012567745
216,2,0.0005952163760012992,0.4245741268047465,0.3380297093409562
217,0,0.011171618176924879,0.4543478143571877,0.017150576047489735
218,2,0.0006292594056555288,0.45119285051304486,0.6707382499145929
219,2,0.0006095611357920634,0.4237262163329141,0.3756132201543372
220,2,0.00048789300477301004,0.4421540068149235,0.3254388387545577
221,2,0.0006769909336448597,0.44347096711224787,0.377713775013915
222,2,0.0005793774743453323,0.45248343249469863,0.2285496400180806
223,0,0.012409316740164308,0.45087474406937916,0.0025834073755847953
224,2,0.0006080317773052866,0.4459327525944142,0.26358121855418826
225,1,0.03242793296351056,0.4722416401623015,0.05080967632743859
226,2,0.000603949090516394,0.4578027258405461,0.32641059160681296
227,2,0.0006446587250247989,0.4437979759279881,0.21021007770880518
228,2,0.0005999917934060219,0.4546221340530701,0.2285336319552015
229,2,0.0006190324644954815,0.45046588294033785,0.19269000875971204
230,2,0.0005735627844519561,0.44930628468964867,0.803246458591892
231,1,0.19480068276086043,0.4592076668520582,0.050837214569549954
232,2,0.00047659756855970115,0.4405267278090332,0.47502694978461735
233,2,0.0005976157215463527,0.43524085430754417,0.3997051420892421
234,0,0.0052208446332438355,0.4581417335631988,0.022454308462467154
235,2,0.0006406060671374243,0.43635074723096984,0.12152971485955663
236,1,0.30030028860057545,0.4740311129844573,0.054578709797572955
237,0,0.010272776981383227,0.45500074701956206,0.009969859889182697
238,0,0.0006101644326360814,0.45298825041597973,0.020489554995295922
239,1,0.1748870204362643,0.47579517400684707,0.31980520057429773
240,1,0.3082228346757398,0.45932021359005476,0.3984199622958733
241,1,0.04660133429460836,0.48856096338845456,0.049660906896806536
242,2,0.0005961467358200969,0.4518808109696288,0.0408567165608012
243,1,0.19019398277648894,0.4538892084338906,0.02823086889029984
244,1,0.18571438093270792,0.44503185969259784,0.7423747590819441
245,2,0.0005927855990431874,0.4398235378268541,0.228701102253013
246,0,0.007303885939596393,0.4602922935878345,0.023835125297669263
247,1,0.14517464904553778,0.45107856163704035,0.028267177163913915
248,1,0.19210903293757936,0.4528102963787109,0.026453464171786456
249,2,0.000634247743183761,0.4259336807122869,0.6658274978198204
250,0,0.001508406737164309,0.458157371973716,0.0018012242718528915
251,0,0.008458387403900147,0.4504504528913809,0.005338313776720588
252,0,0.004282897527245815,0.458509630956565,0.031811528393916
253,0,0.004014032776745876,0.43448226324944517,0.023784631224884667
254,0,0.0064872996869201225,0.460522693386238,0.021710240910889606
255,1,0.10291105748480439,0.45282134494698895,0.02714899604657693
256,2,0.0006012058537166571,0.5388869714174718,0.2925744886556176
257,0,0.013747256992127031,0.45654523595922375,0.008938641651170476
258,2,0.0006315729063428573,0.4458026196652872,0.6653325730660414
259,1,0.08186930980775706,0.4521156223454301,0.04930464990399876
260,0,0.007450085972835116,0.46360008593485186,0.004497533409625137
261,1,0.03795867503120985,0.48679854762905944,0.050149966768356355
262,0,0.016766596988773443,0.46454339411991136,0.015589509372359034
263,2,0.000633661490500628,0.44404216548918374,0.2934550728875243
264,0,0.013755654905263459,0.4544821546991681,0.027824662351364146
265,1,0.0764104089275119,0.4576885186974888,0.5687001038629211
266,0,0.016095235730732037,0.462922406215789,0.05668791905724946
267,0,0.016971841185209533,0.4551157890422467,0.015078968558723288
268,2,0.0005504921987509432,0.44703800012759354,0.3379184835542076
269,0,0.012812329360515143,0.4571628780499418,0.019487742026217975
270,1,0.03913466880538421,0.4778786894395332,0.07038028912074248
271,0,0.015822339295682435,0.46235115338777466,0.015002711953621184
272,0,0.01925874991061473,0.4906404789311668,0.011021464046836654
273,1,0.19733892841670214,0.45375963498749006,0.02669464182844633
274,0,0.008371883465828525,0.4603952862452987,0.5521426192278704
275,0,0.00737842778382864,0.4635342156694902,0.01953548888996534
276,0,0.005969115277933883,0.4569831414303652,0.02604656645384683
277,0,0.011735800961336966,0.45920747658337596,0.023319743303842566
278,1,0.18288962833227307,0.46278842932551334,0.537860426708232
279,1,0.006214130183874425,0.4767779486241488,0.034835708700623705
280,1,0.058964652230444205,0.4817290254005182,0.06646631312336299
281,0,0.02215807437846465,0.46217143681983897,0.0034825122027119515
282,0,0.013850799801284787,0.45402919760780625,0.39876277533615945
283,1,0.21707573989775447,0.4664508213826611,0.026561884830907934
284,2,0.0006625367583674114,0.4548952344759047,0.024787927254546482
285,1,0.21471048496195153,0.44584809600889747,0.05509227643809103
286,1,0.045788892670836155,0.4861091905015895,0.009600359899087696
287,2,0.0006898887357186005,0.451230773904147,0.0043685888586944555
288,1,0.024123191771090277,0.47820082201627145,0.027971579372723293
289,0,0.012809683031401162,0.46273857396388157,0.020228000418445746
290,1,0.18204511908990192,0.4412314088894057,0.04895025354670118
291,1,0.19360747569520453,0.45608975490370357,0.04330325247022487
292,0,0.01118870708664904,0.4466417145355466,0.030234522725002586
293,2,0.0005910417525079205,0.4408656800956487,0.2945494116505999
294,1,0.36674916945328895,0.4470447742970327,0.3961101558515073
295,0,0.006527266261950568,0.47158916457331296,0.0240367219462595
296,2,0.0005643935757489684,0.4424489014905294,0.1901673299962981
297,2,0.0006297810799020985,0.4440652761447312,0.04005792143472589
298,1,0.35404493112819324,0.45282308256712633,0.41258188986622757
299,2,0.0006195450174131766,0.4528765574151567,0.025499266589317324
300,1,0.374331023887253,0.4474423230478837,0.5538563011325758
301,2,0.0006094899658371965,0.43246025801515264,0.6667993697601402
302,1,0.017160229509007134,0.4763330513122924,0.04773134132430713
303,0,0.010147348701627508,0.4514307490431678,0.027200531165093828
304,0,0.012332311565265723,0.4535346309217366,0.02068374458683181
305,2,0.0006504376015501009,0.4403011420181283,0.20728763141414608
306,1,0.13918269370275993,0.4541393859467147,0.036100614220832467
307,1,0.025922223775724958,0.4696858314355333,0.04932172028713533
308,2,0.0006154539856091363,0.4571140051192448,0.190104627209088
309,2,0.0006354789653175642,0.4387772016760063,0.12122487787897174
310,2,0.000610726516371112,0.4319358359460369,0.3953670106103572
311,0,0.01113104541953661,0.4634064537864336,0.0244717261189607
312,2,0.000622053633046929,0.4355301689553361,0.25510381709645824
313,0,0.013797074030472083,0.4570812142103756,0.015119337387546505
314,0,0.0051536927810106,0.4548142643240312,0.043675963942056154
315,2,0.0006102488712794071,0.4501101396063336,0.29443391447874745
316,1,0.3227827916339789,0.44884954622793855,0.4023202060800012
317,2,0.0006436204232857231,0.43965170608326387,0.0671352944220834
318,2,0.0006206101126984031,0.44110479408365194,0.3381460865235848
319,1,0.3017731401690379,0.4766340228397953,0.05659017101864987
320,1,0.23076731203490622,0.4600487693047256,0.001307245619934283
321,0,0.01628239453370953,0.45186051715115805,0.0554043787207005
322,1,0.2811729477307011,0.4697277294548174,0.6375903825455853
323,0,0.009473977320012763,0.45246518373368266,0.04689543529911279
324,2,0.0006388670100146542,0.4515891498174811,0.6677247029450535
325,0,0.005795818607365449,0.45446486324043534,0.02010666155888091
326,1,0.2655231492362178,0.4722506019494995,0.024403098809394425
327,0,0.0124819313819948,0.44421263645493436,0.005936285733144475
328,2,0.0005873724477748533,0.4396349154221456,0.02099152002713972
329,0,0.00654207055042992,0.4641192548096956,0.010040913489518521
330,0,0.009353774503742512,0.43741658128332334,0.023907335844741834
331,1,0.19969131627415507,0.46688023360147096,0.01561789000971145
332,2,0.0006043934007395467,0.4416749851793495,0.29937564578658193
333,1,0.23836017496923637,0.46089269771330604,0.032657592509686056
334,2,0.0005985534198888361,0.4439683365874255,0.021901410893195417
335,1,0.04278447276637425,0.4850945470242408,0.0339632763885476
336,0,0.0072014811520349255,0.4657916815127421,0.026646488368592416
337,0,0.005109284204598662,0.4514290676354347,0.021270878864928983
338,2,0.0005856504037890128,0.44381831624763257,0.22914276747586165
339,2,0.0006410500814177751,0.4375909689139816,0.28762557001168076
340,0,0.014837686124949316,0.4552488353999589,0.04065157825307315
341,2,0.0006627562278338011,0.44549242670736144,0.020271850953376552
342,1,0.32567531084705703,0.4615755776905086,0.3745786256300525
343,1,0.08745639538187559,0.4520079915254623,0.041002662566990825
344,1,0.2468044095877243,0.47369567120283845,0.009227475625347703
345,0,0.015105657328341616,0.4501526764202889,0.03221866446219204
346,0,0.017643588455601433,0.4558520119394861,0.04269973625513651
347,2,0.0006710517190265631,0.4433334837305619,0.7407131830828103
348,0,0.003462838593090418,0.45388922791199654,0.04286261626159417
349,1,0.26285537499165285,0.4690318263493838,0.5714277610602547
350,2,0.0006310151756834,0.45216827841952395,0.21006861888622835
351,2,0.0005750153203333792,0.44343199793203103,0.3222744300446433
352,0,0.00173903939479538,0.4572478676123788,0.02332082219261361
353,2,0.0006226137255301012,0.45504296084604423,0.33519238277844254
354,2,0.0005813279518621464,0.4400032530435562,0.2581445672064618
355,2,0.0005559850687180323,0.4359346665161153,0.22259196592201472
356,0,0.02137581320180004,0.47604434849678784,0.0068231235119601
357,2,0.0007889805079465123,0.43032625013734427,0.006640861469209142
358,1,0.16109365541261036,0.455821226896557,0.07174158474424062
359,0,0.02083102110446139,0.4580917394526563,0.5795714159160676
360,0,0.02075925140077588,0.46382873752605175,0.006790018385102126
361,1,0.2211962072880335,0.45265058314629514,0.02375159900843879
362,1,0.15450413865450516,0.4546057677227162,0.02482991955744418
363,0,0.01040558238605961,0.4532087105481788,0.020485113286421303
364,2,0.0005669791007693695,0.44719214045074757,0.19237467682999249
365,2,0.0005948505077767941,0.4432117195663685,0.32337729090384976
366,2,0.0005323362079224634,0.4573439826449212,0.10636782119905114
367,2,0.0006759814684580417,0.44617305365346915,0.4128847769761337
368,1,0.05843048262112116,0.47682625585450483,0.03330592051143501
369,2,0.0006453008923117395,0.4461676333574833,0.04084790704612776
370,0,0.011146869066556356,0.4545952390181374,0.0428850026886565
371,1,0.2862109807748718,0.4840435144069434,0.035242531697066634
372,2,0.000640904897883726,0.4339338305977142,0.12119700921959717
373,1,0.17856586110406417,0.45336645912627105,0.06832103759759725
374,0,0.002966102174038242,0.4720197838040949,0.009618252092395696
375,0,0.0092338218806624,0.45696041622826356,0.009529040920267212
376,2,0.0004778743401508634,0.44169107633900445,0.5540179003882875
377,0,0.012427652326813046,0.4499099862206144,0.04411379308572462
378,0,0.029320991038106665,0.47254328767721493,0.5852940220063048
379,1,0.19163623929198578,0.4581714332106996,0.03586928941650695
380,2,0.0007098758404670677,0.4454539849559598,0.32976710344286475
381,0,0.018534962456673975,0.456232936945416,0.03262108861757658
382,1,0.1613091074912041,0.45462534292635703,0.05548484680625511
383,1,0.14104593242836105,0.457515488544818,0.024578991385305365
384,1,0.1316462028683565,0.466783536804673,0.019960359963738294
385,0,0.005852076333262357,0.45611628251706743,0.01899368596862061
386,0,0.008225084398608843,0.4670800024001085,0.02190662812074537
387,0,0.015737259314281545,0.4522965091240478,0.018397067149002855
388,1,0.2168274052855996,0.47608343702862366,0.0188125328643991
389,0,0.01837699762479724,0.4602052486431118,0.05716427711080223
390,0,0.005928312342810687,0.46041797783170724,0.025184778964810473
391,1,0.018658472112080174,0.47099233000516927,0.049436669213384354
392,2,0.0005152218928669378,0.44740227176272035,0.6706500395906042
393,0,0.012710323452382526,0.47019473451866245,0.01614125237624775
394,1,0.10499217873713206,0.4513789845006987,0.024103101614419142
395,0,0.01856632953434051,0.4612440518246982,0.02678714228351814
396,2,0.0006078977681139468,0.4508909769857253,0.2957494864722613
397,1,0.13932670490300378,0.45070724102352805,0.05165938055740105
398,1,0.09243696977283668,0.46394111503652796,0.03035098268751496
399,0,0.011675698838364156,0.4555484967855431,0.020480331715886563
400,0,0.00507852473896532,0.46016646311770715,0.027799711061555807
401,0,0.007887450833029686,0.4620222229139905,0.0076015866896608775
402,2,0.000600922623588017,0.44490025943782013,0.3383117614388472
403,0,0.0010412310009458672,0.44198120132801055,0.02046693080463824
404,1,0.16199220638405146,0.4535037024037092,0.04628462156668782
405,2,0.0006049127017249987,0.44829178365268807,0.17449929724544627
406,2,0.0006520945381194905,0.4568498454107389,0.19295641971945265
407,1,0.257281070715362,0.4684391329293821,0.05058374586373261
408,0,0.01248445475902677,0.45461024944164324,0.026346194352553157
409,2,0.000612498966707486,0.44377345714499916,0.32571708423898404
410,2,0.0006041950918983413,0.44643918325361426,0.6672967618132148
411,0,0.005424920784900821,0.4711312578906332,0.017242832700175487
412,1,0.07423796001240673,0.4705082680136158,0.04577507550925518
413,1,0.08513104268571137,0.4569023987604073,0.027346899481269005
414,1,0.19474335277843433,0.4652396568642352,0.024458647027959107
415,0,0.01087162796389631,0.46323482149023454,0.025768895602374012
416,1,0.8084929823454351,0.45618438852091564,0.6501447798931643
417,0,0.01284980544104718,0.4584057316177598,0.002546308424584365
418,2,0.0006154824633128755,0.44397431085208794,0.6678603714235455
419,1,0.04614235131311043,0.48749907564287315,0.6715098603989982
420,0,0.023156259426595844,0.4585812765897455,0.01940943794629857
421,0,0.023338971939165728,0.4546264290424426,0.4691109492053971
422,2,0.0005900377486810244,0.4381380760223802,0.2942352179549411
423,1,0.31946651664057435,0.4583372440435088,0.3748850775678291
424,1,0.13584487350149602,0.4623186378621428,0.026750673855986673
425,1,0.1967101571879992,0.4600693773145234,0.030970226787975993
426,0,0.009691450959582832,0.4448699755542999,0.0032922416123613574
427,1,0.2346167129746121,0.4622023462945278,0.04905906458171273
428,1,0.2260744026255898,0.4539258531738282,0.05328548710657029
429,2,0.0007457368167311062,0.444804004602546,0.3304247258006806
430,0,0.005204636403548962,0.4665991167613786,0.010105088867402634
431,1,0.14830549514316524,0.4499753206112553,0.023912722641106582
432,0,0.010118682280739099,0.4529865949076461,0.03229907179045399
433,2,0.0004592676298645371,0.4398080568518219,0.6117647588388273
434,2,0.000596360986971378,0.4500866454026879,0.032963943076093266
435,2,0.0006433068525863338,0.4316528452981449,0.12119348197815272
436,1,0.13874479843300228,0.4557034434342565,0.0039443720423539
437,2,0.0006407169241657864,0.45022551230953534,0.3208031592545208
438,0,0.0265472063646915,0.46746039081339885,0.003515940944999768
439,0,0.006705019230654217,0.46167198906989987,0.024273955623792753
440,2,0.0006333441311615022,0.4514273875334574,0.31687102208286466
441,1,0.19569251425805206,0.41739170945090315,0.027965197105789666
442,1,0.15737263932132997,0.46014611638843667,0.41131458315419434
443,0,0.014577352247395422,0.4588136133873823,0.0030854770175759993
444,0,0.006452936009673411,0.4662659783971019,0.024963485571905114
445,0,0.007791122165800158,0.4443772626361771,0.015606356331902604
446,0,0.003574296085108791,0.46316800895975513,0.04039367528871776
